LSOA21CD,Formatted_Ward
E01004372,Waltham Forest - Grove Green
E01004375,Waltham Forest - Grove Green
E01004369,Waltham Forest - Grove Green
E01004379,Waltham Forest - Hale End & Highams Park South
E01033132,Wandsworth - Nine Elms
E01004217,Tower Hamlets - Island Gardens
E01004275,Tower Hamlets - Island Gardens
E01004281,Tower Hamlets - Island Gardens
E01032783,Tower Hamlets - Island Gardens
E01004274,Tower Hamlets - Island Gardens
E01032775,Tower Hamlets - Island Gardens
E01004248,Tower Hamlets - Lansbury
E01004243,Tower Hamlets - Lansbury
E01004249,Tower Hamlets - Lansbury
E01035685,Tower Hamlets - Lansbury
E01004244,Tower Hamlets - Lansbury
E01035693,Tower Hamlets - Lansbury
E01035678,Tower Hamlets - Lansbury
E01004247,Tower Hamlets - Lansbury
E01035684,Tower Hamlets - Lansbury
E01035679,Tower Hamlets - Lansbury
E01004245,Tower Hamlets - Lansbury
E01032768,Tower Hamlets - Limehouse
E01035691,Tower Hamlets - Limehouse
E01004255,Tower Hamlets - Limehouse
E01004258,Tower Hamlets - Limehouse
E01035694,Tower Hamlets - Mile End
E01004251,Tower Hamlets - Mile End
E01004272,Tower Hamlets - Mile End
E01004271,Tower Hamlets - Mile End
E01035690,Tower Hamlets - Mile End
E01004550,Wandsworth - Balham
E01004434,Waltham Forest - Leyton
E01035496,Wandsworth - Nine Elms
E01035674,Tower Hamlets - Mile End
E01004383,Waltham Forest - Hale End & Highams Park South
E01035660,Tower Hamlets - Bethnal Green West
E01004382,Waltham Forest - Hale End & Highams Park South
E01004212,Tower Hamlets - Bethnal Green West
E01035498,Wandsworth - Nine Elms
E01004381,Waltham Forest - Hale End & Highams Park South
E01035695,Tower Hamlets - Mile End
E01004199,Tower Hamlets - Bethnal Green West
E01004439,Waltham Forest - Leytonstone
E01004475,Wandsworth - Balham
E01035497,Wandsworth - Nine Elms
E01004380,Waltham Forest - Hale End & Highams Park South
E01035675,Tower Hamlets - Mile End
E01004204,Tower Hamlets - Bethnal Green West
E01004438,Waltham Forest - Leytonstone
E01004474,Wandsworth - Balham
E01004556,Wandsworth - Northcote
E01004384,Waltham Forest - Hatch Lane & Highams Park North
E01035677,Tower Hamlets - Mile End
E01035661,Tower Hamlets - Bethnal Green West
E01004441,Waltham Forest - Leytonstone
E01004479,Wandsworth - Balham
E01004555,Wandsworth - Northcote
E01004388,Waltham Forest - Hatch Lane & Highams Park North
E01035692,Tower Hamlets - Mile End
E01004211,Tower Hamlets - Bethnal Green West
E01004440,Waltham Forest - Leytonstone
E01004472,Wandsworth - Balham
E01004557,Wandsworth - Northcote
E01004386,Waltham Forest - Hatch Lane & Highams Park North
E01035676,Tower Hamlets - Mile End
E01004206,Tower Hamlets - Bethnal Green West
E01004437,Waltham Forest - Leytonstone
E01004566,Wandsworth - Battersea Park
E01004554,Wandsworth - Northcote
E01004387,Waltham Forest - Hatch Lane & Highams Park North
E01004270,Tower Hamlets - Mile End
E01004203,Tower Hamlets - Bethnal Green West
E01004442,Waltham Forest - Leytonstone
E01004584,Wandsworth - Battersea Park
E01004558,Wandsworth - Northcote
E01004385,Waltham Forest - Hatch Lane & Highams Park North
E01004200,Tower Hamlets - Bethnal Green West
E01004436,Waltham Forest - Leytonstone
E01004560,Wandsworth - Battersea Park
E01004559,Wandsworth - Northcote
E01004389,Waltham Forest - Hatch Lane & Highams Park North
E01004478,Wandsworth - Northcote
E01004577,Wandsworth - Battersea Park
E01004202,Tower Hamlets - Bethnal Green West
E01004390,Waltham Forest - Hatch Lane & Highams Park North
E01004447,Waltham Forest - Markhouse
E01004256,Tower Hamlets - Poplar
E01004477,Wandsworth - Northcote
E01004582,Wandsworth - Battersea Park
E01004300,Tower Hamlets - Shadwell
E01004397,Waltham Forest - High Street
E01004445,Waltham Forest - Markhouse
E01004219,Tower Hamlets - Poplar
E01004572,Wandsworth - Roehampton
E01033098,Wandsworth - Battersea Park
E01004298,Tower Hamlets - Shadwell
E01004396,Waltham Forest - High Street
E01004449,Waltham Forest - Markhouse
E01004257,Tower Hamlets - Poplar
E01004570,Wandsworth - Roehampton
E01004563,Wandsworth - Battersea Park
E01004305,Tower Hamlets - Shadwell
E01004392,Waltham Forest - High Street
E01004443,Waltham Forest - Markhouse
E01004264,Tower Hamlets - St Dunstan's
E01004568,Wandsworth - Roehampton
E01004539,Wandsworth - Battersea Park
E01004304,Tower Hamlets - Shadwell
E01004444,Waltham Forest - High Street
E01004394,Waltham Forest - St James
E01004290,Tower Hamlets - St Dunstan's
E01004573,Wandsworth - Roehampton
E01033100,Wandsworth - Battersea Park
E01004302,Tower Hamlets - Shadwell
E01004401,Waltham Forest - Higham Hill
E01004393,Waltham Forest - St James
E01035682,Tower Hamlets - St Dunstan's
E01004576,Wandsworth - Roehampton
E01004540,Wandsworth - Battersea Park
E01004303,Tower Hamlets - Shadwell
E01004398,Waltham Forest - Higham Hill
E01004400,Waltham Forest - Higham Hill
E01004402,Waltham Forest - Higham Hill
E01004404,Waltham Forest - Higham Hill
E01004399,Waltham Forest - Higham Hill
E01004403,Waltham Forest - Higham Hill
E01004405,Waltham Forest - Hoe Street
E01004410,Waltham Forest - Hoe Street
E01004409,Waltham Forest - Hoe Street
E01004411,Waltham Forest - Hoe Street
E01004406,Waltham Forest - Hoe Street
E01004408,Waltham Forest - Hoe Street
E01004407,Waltham Forest - Hoe Street
E01004412,Waltham Forest - Hoe Street
E01004417,Waltham Forest - Larkswood
E01004415,Waltham Forest - Larkswood
E01004419,Waltham Forest - Larkswood
E01004416,Waltham Forest - Larkswood
E01004413,Waltham Forest - Larkswood
E01004418,Waltham Forest - Larkswood
E01004414,Waltham Forest - Larkswood
E01004427,Waltham Forest - Lea Bridge
E01004425,Waltham Forest - Lea Bridge
E01004421,Waltham Forest - Lea Bridge
E01004423,Waltham Forest - Lea Bridge
E01004424,Waltham Forest - Lea Bridge
E01004420,Waltham Forest - Lea Bridge
E01004426,Waltham Forest - Lea Bridge
E01004422,Waltham Forest - Lea Bridge
E01004432,Waltham Forest - Leyton
E01004430,Waltham Forest - Leyton
E01004428,Waltham Forest - Leyton
E01004435,Waltham Forest - Leyton
E01004644,Wandsworth - Roehampton
E01004301,Tower Hamlets - Shadwell
E01004601,Wandsworth - East Putney
E01004575,Wandsworth - Roehampton
E01032769,Tower Hamlets - Shadwell
E01004504,Wandsworth - East Putney
E01035680,Tower Hamlets - St Dunstan's
E01034486,Waltham Forest - St James
E01004574,Wandsworth - Roehampton
E01004205,Tower Hamlets - Spitalfields & Banglatown
E01035683,Tower Hamlets - St Dunstan's
E01004395,Waltham Forest - St James
E01004571,Wandsworth - Roehampton
E01004307,Tower Hamlets - Spitalfields & Banglatown
E01004448,Waltham Forest - St James
E01004286,Tower Hamlets - St Dunstan's
E01004569,Wandsworth - Roehampton
E01004308,Tower Hamlets - Spitalfields & Banglatown
E01004446,Waltham Forest - St James
E01004511,Wandsworth - East Putney
E01035681,Tower Hamlets - St Dunstan's
E01033133,Wandsworth - St Mary's
E01004306,Tower Hamlets - Spitalfields & Banglatown
E01004391,Waltham Forest - St James
E01004503,Wandsworth - East Putney
E01004297,Tower Hamlets - St Katharine's & Wapping
E01004579,Wandsworth - St Mary's
E01004309,Tower Hamlets - Spitalfields & Banglatown
E01004468,Waltham Forest - Upper Walthamstow
E01004507,Wandsworth - East Putney
E01004291,Tower Hamlets - St Katharine's & Wapping
E01035488,Wandsworth - St Mary's
E01004310,Tower Hamlets - Spitalfields & Banglatown
E01004377,Waltham Forest - Upper Walthamstow
E01004499,Wandsworth - East Putney
E01004293,Tower Hamlets - St Katharine's & Wapping
E01004580,Wandsworth - St Mary's
E01004324,Tower Hamlets - Stepney Green
E01004469,Waltham Forest - Upper Walthamstow
E01004502,Wandsworth - East Putney
E01035696,Tower Hamlets - St Katharine's & Wapping
E01035489,Wandsworth - St Mary's
E01004323,Tower Hamlets - Stepney Green
E01004378,Waltham Forest - Upper Walthamstow
E01004505,Wandsworth - East Putney
E01004296,Tower Hamlets - St Katharine's & Wapping
E01004583,Wandsworth - St Mary's
E01004288,Tower Hamlets - Stepney Green
E01004450,Waltham Forest - Valley
E01004506,Wandsworth - East Putney
E01004292,Tower Hamlets - St Katharine's & Wapping
E01035491,Wandsworth - St Mary's
E01004322,Tower Hamlets - Stepney Green
E01004453,Waltham Forest - Valley
E01004454,Waltham Forest - Valley
E01004455,Waltham Forest - Valley
E01004361,Waltham Forest - Valley
E01004451,Waltham Forest - Valley
E01004456,Waltham Forest - Valley
E01004452,Waltham Forest - Valley
E01004356,Waltham Forest - Valley
E01034485,Waltham Forest - William Morris
E01004462,Waltham Forest - William Morris
E01004459,Waltham Forest - William Morris
E01004458,Waltham Forest - William Morris
E01004457,Waltham Forest - William Morris
E01004460,Waltham Forest - William Morris
E01004463,Waltham Forest - William Morris
E01004471,Waltham Forest - Wood Street
E01004465,Waltham Forest - Wood Street
E01004470,Waltham Forest - Wood Street
E01004466,Waltham Forest - Wood Street
E01004464,Waltham Forest - Wood Street
E01004467,Waltham Forest - Wood Street
E01004473,Wandsworth - Balham
E01004542,Wandsworth - Balham
E01004480,Wandsworth - Balham
E01004476,Wandsworth - Balham
E01004283,Tower Hamlets - Stepney Green
E01004581,Wandsworth - St Mary's
E01004289,Tower Hamlets - Stepney Green
E01004500,Wandsworth - East Putney
E01033099,Wandsworth - St Mary's
E01004287,Tower Hamlets - Stepney Green
E01004534,Wandsworth - Falconbrook
E01004592,Wandsworth - Shaftesbury & Queenstown
E01004311,Tower Hamlets - Weavers
E01004538,Wandsworth - Falconbrook
E01004585,Wandsworth - Shaftesbury & Queenstown
E01035669,Tower Hamlets - Weavers
E01004537,Wandsworth - Falconbrook
E01004565,Wandsworth - Shaftesbury & Queenstown
E01004316,Tower Hamlets - Weavers
E01004535,Wandsworth - Falconbrook
E01004567,Wandsworth - Shaftesbury & Queenstown
E01004315,Tower Hamlets - Weavers
E01004313,Tower Hamlets - Weavers
E01035668,Tower Hamlets - Weavers
E01035664,Tower Hamlets - Weavers
E01004312,Tower Hamlets - Weavers
E01035689,Tower Hamlets - Whitechapel
E01035686,Tower Hamlets - Whitechapel
E01004295,Tower Hamlets - Whitechapel
E01035688,Tower Hamlets - Whitechapel
E01004326,Tower Hamlets - Whitechapel
E01035687,Tower Hamlets - Whitechapel
E01032767,Tower Hamlets - Whitechapel
E01004321,Tower Hamlets - Whitechapel
E01004319,Tower Hamlets - Whitechapel
E01035697,Tower Hamlets - Whitechapel
E01035499,Wandsworth - Shaftesbury & Queenstown
E01004564,Wandsworth - Shaftesbury & Queenstown
E01004590,Wandsworth - Shaftesbury & Queenstown
E01004488,Wandsworth - South Balham
E01004487,Wandsworth - South Balham
E01004484,Wandsworth - South Balham
E01004489,Wandsworth - South Balham
E01004486,Wandsworth - South Balham
E01004485,Wandsworth - South Balham
E01004598,Wandsworth - Southfields
E01004596,Wandsworth - Southfields
E01004599,Wandsworth - Southfields
E01004594,Wandsworth - Southfields
E01004595,Wandsworth - Southfields
E01004597,Wandsworth - Southfields
E01004536,Wandsworth - Falconbrook
E01004541,Wandsworth - Falconbrook
E01004524,Wandsworth - Furzedown
E01004520,Wandsworth - Furzedown
E01004517,Wandsworth - Furzedown
E01004523,Wandsworth - Furzedown
E01004518,Wandsworth - Furzedown
E01004528,Wandsworth - Furzedown
E01004521,Wandsworth - Furzedown
E01004516,Wandsworth - Furzedown
E01004522,Wandsworth - Furzedown
E01004519,Wandsworth - Furzedown
E01004551,Wandsworth - Lavender
E01004591,Wandsworth - Lavender
E01004552,Wandsworth - Lavender
E01004588,Wandsworth - Lavender
E01004586,Wandsworth - Lavender
E01004553,Wandsworth - Lavender
E01004589,Wandsworth - Lavender
E01004587,Wandsworth - Lavender
E01004496,Wandsworth - Wandsworth Common
E01004497,Wandsworth - Wandsworth Common
E01004492,Wandsworth - Wandsworth Common
E01004624,Wandsworth - Wandsworth Common
E01004513,Wandsworth - Wandsworth Town
E01004627,Wandsworth - Wandsworth Town
E01004514,Wandsworth - Wandsworth Town
E01035495,Wandsworth - Wandsworth Town
E01004512,Wandsworth - Wandsworth Town
E01035493,Wandsworth - Wandsworth Town
E01004508,Wandsworth - Wandsworth Town
E01004510,Wandsworth - Wandsworth Town
E01035494,Wandsworth - Wandsworth Town
E01004515,Wandsworth - Wandsworth Town
E01004635,Wandsworth - West Hill
E01004633,Wandsworth - West Hill
E01004634,Wandsworth - West Hill
E01004637,Wandsworth - West Hill
E01004629,Wandsworth - West Hill
E01004632,Wandsworth - West Hill
E01004630,Wandsworth - West Hill
E01004628,Wandsworth - West Hill
E01004636,Wandsworth - West Hill
E01004631,Wandsworth - West Hill
E01004639,Wandsworth - West Putney
E01004640,Wandsworth - West Putney
E01004501,Wandsworth - West Putney
E01004638,Wandsworth - West Putney
E01004642,Wandsworth - West Putney
E01004645,Wandsworth - West Putney
E01004641,Wandsworth - West Putney
E01004643,Wandsworth - West Putney
E01004646,Westminster - Abbey Road
E01004650,Westminster - Abbey Road
E01004651,Westminster - Abbey Road
E01004726,Westminster - Abbey Road
E01004729,Westminster - Abbey Road
E01004728,Westminster - Abbey Road
E01004648,Westminster - Abbey Road
E01004699,Westminster - Bayswater
E01004656,Westminster - Bayswater
E01004654,Westminster - Bayswater
E01004652,Westminster - Bayswater
E01035717,Westminster - Bayswater
E01004653,Westminster - Bayswater
E01004693,Westminster - Bayswater
E01033605,Westminster - Church Street
E01033598,Westminster - Church Street
E01033602,Westminster - Church Street
E01033604,Westminster - Church Street
E01004658,Westminster - Marylebone
E01004760,Westminster - Westbourne
E01004713,Westminster - Marylebone
E01004670,Westminster - Church Street
E01004757,Westminster - Westbourne
E01004661,Westminster - Marylebone
E01033601,Westminster - Church Street
E01032512,Westminster - Westbourne
E01004752,Westminster - Pimlico North
E01033603,Westminster - Church Street
E01032513,Westminster - Westbourne
E01004754,Westminster - Westbourne
E01004749,Westminster - Pimlico North
E01004678,Westminster - Harrow Road
E01004740,Westminster - Pimlico North
E01004677,Westminster - Harrow Road
E01004750,Westminster - Pimlico North
E01004676,Westminster - Harrow Road
E01004741,Westminster - Pimlico North
E01004756,Westminster - Harrow Road
E01004751,Westminster - Pimlico North
E01004742,Westminster - Pimlico North
E01035722,Westminster - Pimlico South
E01004665,Westminster - Pimlico South
E01004753,Westminster - Pimlico South
E01004737,Westminster - Pimlico South
E01004668,Westminster - Pimlico South
E01004669,Westminster - Pimlico South
E01004720,Westminster - Queen's Park
E01004719,Westminster - Queen's Park
E01004721,Westminster - Queen's Park
E01004723,Westminster - Queen's Park
E01004718,Westminster - Queen's Park
E01004722,Westminster - Queen's Park
E01004649,Westminster - Regent's Park
E01004659,Westminster - Regent's Park
E01004727,Westminster - Regent's Park
E01004660,Westminster - Regent's Park
E01004724,Westminster - Regent's Park
E01004730,Westminster - Regent's Park
E01004725,Westminster - Regent's Park
E01004647,Westminster - Regent's Park
E01004734,Westminster - St James's
E01004735,Westminster - St James's
E01004733,Westminster - St James's
E01004736,Westminster - St James's
E01004732,Westminster - St James's
E01004731,Westminster - St James's
E01004744,Westminster - Vincent Square
E01004748,Westminster - Vincent Square
E01004743,Westminster - Vincent Square
E01004746,Westminster - Vincent Square
E01004747,Westminster - Vincent Square
E01035720,Westminster - Vincent Square
E01035719,Westminster - Vincent Square
E01004715,Westminster - West End
E01004762,Westminster - West End
E01004763,Westminster - West End
E01004765,Westminster - West End
E01035716,Westminster - West End
E01004761,Westminster - West End
E01004755,Westminster - Westbourne
E01004679,Westminster - Harrow Road
E01004674,Westminster - Harrow Road
E01004684,Westminster - Hyde Park
E01004683,Westminster - Hyde Park
E01004680,Westminster - Hyde Park
E01004686,Westminster - Hyde Park
E01033594,Westminster - Hyde Park
E01033593,Westminster - Hyde Park
E01004687,Westminster - Knightsbridge & Belgravia
E01033597,Westminster - Knightsbridge & Belgravia
E01004691,Westminster - Knightsbridge & Belgravia
